word,shapley,category,path,pronoun,particles,misspelling,label_0,score_0,label_1,score_1,label_2,score_2,label_3,score_3,label_4,score_4,label_5,score_5,label_6,score_6,label_7,score_7,label_8,score_8,label_9,score_9,label_10,score_10,label_11,score_11,common,common_w_cutoff,avg,avg_w_cutoff
หน้าอก,0.01550277671776712,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
เรอะ,0.015386869781650603,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-0.18181818181818182,-0.18181818181818182
นิว,0.015356744755990803,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.3333333333333333,1.3333333333333333
น้ำตก,0.015073466150682759,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หลงทาง,0.015012627583928406,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,-1.0,,-1.0,
หนิ,0.014894455360869566,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,1.0,1.3333333333333333,1.3333333333333333
สีมา,0.014885223004966974,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
งี๊,0.014803214464336634,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,2.0,2.0,1.8181818181818181,1.8181818181818181
หาบ,0.014546395279467106,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หิมะ,0.014377914252690971,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หืมมม,0.014222802128642797,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
ด่า,0.013704581884667277,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-2.0,-2.0
ฟิว,0.013478007924277335,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,1.0,
นักหนา,0.013476938707754016,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-2.0,-2.0
กำไร,0.013381912373006344,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,1.25,
นู่น,0.0133214071393013,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,,1.5,
อื้ม,0.01326263090595603,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,สนิทกัน (Close),1.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,-2.0,-2.0,-0.8888888888888888,-0.8888888888888888
คนสวย,0.013206439558416605,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,-1.0,,0.18181818181818182,
ข้าวยำ,0.01310496567748487,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ช้าง,0.013061225859796613,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
อู้,0.01304975221097213,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,0.0,,0.0,
ผ้าอนามัย,0.013011167058721185,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,1.0,,1.4,
อิ,0.01295698678586632,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.9090909090909092,1.9090909090909092
กำเดา,0.012906463933177292,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,-1.0,,-1.0,
เบี้ยว,0.012770000263117254,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,2.0,,0.4,
ขิต,0.012598801462445408,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
เบอร์,0.012539447052404284,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,0.0,,-0.25,
เทอม,0.012260100338608027,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ออกรถ,0.012191559869523454,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,ไม่รู้จักกัน (Unfamiliar),-1.0,,,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,0.0,0.0,-0.14285714285714285,-0.14285714285714285
เมื่อคืน,0.011722386814653873,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,,1.1666666666666667,
เบตง,0.011592161667067558,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ถั่ว,0.011535902507603168,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หนวด,0.011487591778859496,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ผึ้ง,0.011321920901536942,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หรอ,0.011265719523022185,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,-2.0,,0.0,
กก,0.011141391640472826,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,,,,,,,สนิทกันมาก (Intimate),2.0,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,2.0,
ดวง,0.011124993092380464,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,0.0,,0.0,
ชะอม,0.011115846881229016,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
คิดมาก,0.011104026110842824,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,2.0,,1.625,
ยะลา,0.01107550272718072,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ครู,0.011052544123958796,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,1.0,1.0,0.7272727272727273,0.7272727272727273
แลน,0.010979310419910397,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
โถ,0.010977126192301512,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
จุก,0.010856197564862669,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,2.0,,0.8333333333333334,
สบายดี,0.010855802671729128,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,0.0,0.0,0.3,0.3
โห้ว,0.010362365515902638,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
อี,0.010230335057713091,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-2.0,-2.0
สะพาย,0.010209033265709877,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ชุดว่ายน้ำ,0.009994175983592868,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,,,,,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,2.0,
ตัง,0.009993149147354165,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกัน (Close),1.0,,,0.0,,0.375,
อุ่นใจ,0.009985062177293003,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.7,1.7
กรุงเทพฯ,0.009981457842513919,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หมูสับ,0.009959638002328575,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แกงจืด,0.009916852111928165,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
จูน,0.009834184020292014,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,1.25,
อย่า,0.009798727565064556,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-1.6666666666666667,-1.6666666666666667
ผักกาด,0.009749758490777718,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รอบเอว,0.009606956098494785,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,,,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,-1.0,,-0.3333333333333333,
งอแง,0.009570295107550919,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.9,1.9
เชลซี,0.009564324980601668,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หายใจไม่ออก,0.009557136101648211,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,-1.0,,0.0,
ตัวเมือง,0.009480311224857966,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,ไม่รู้จักกัน (Unfamiliar),-1.0,0.0,,-0.4,
ถั่วเขียว,0.00945870392024517,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
สีเหลือง,0.009454393526539207,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขัง,0.009427971031982452,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
ขลุ่ย,0.00931325601413846,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ปวด,0.009278321303625107,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,สนิทกันมาก (Intimate),2.0,ไม่รู้จักกัน (Unfamiliar),-1.0,-1.0,-1.0,0.2,0.2
ซักผ้า,0.009189643780700862,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,,,,,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,2.0,
บ่น,0.009070682577208005,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,-2.0,-2.0,-2.0,-2.0
ดิ,0.009061270708750626,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,2.0,2.0,1.6,1.6
ตาบอด,0.0089591135426114,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,,-2.0,
ปัตตานี,0.008805372170172632,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
กระบอก,0.008721370715647936,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
เห้ย,0.008679230988491327,2. Know each other,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.2727272727272727,1.2727272727272727
